,name,race
475,Pugliese,white
476,Simmonds,white
477,Berg,white
478,Pugliese,white
479,Henneberry,white
480,Russell,white
481,Russell,white
482,DeLuca,white
483,DeLuca,white
484,DesLauriers,white
485,Radutzky,white
486,Berg,white
487,Russell,white
488,Dr,white
489,Blackmore,white
490,Mills,white
491,B,api
492,Borgal,white
493,Borgal,white
494,Vick’s,white
495,Turtle,white
496,Pit,api
497,Borgal,white
498,Mills,white
499,Berg,white
500,Wahlberg,white
501,Meng,api
502,Reynolds,white
503,Sgt,white
504,MacLellan,white
505,Pugliese’s,white
506,Wahlberg,white
507,Richard,white
508,Armstrong,white
509,Martin,white
510,Martin,white
511,Dennis,white
512,Simmonds,white
513,Wahlberg,white
514,Wahlberg,white
515,Keeler,white
516,Keeler,white
517,Keeler,white
518,Tsarnaev,white
519,Keeler,white
520,Keeler,white
521,Kensky,white
522,Downes,white
523,Kensky,white
524,Martin,white
525,Richard,white
526,Saunders,white
527,Wahlberg,white
528,Saunders,white
529,Saunders,white
530,Wahlberg,white
531,Keeler,white
532,Keeler,white
533,Keeler,white
534,Tsarnaev,white
535,Goodman,white
536,Davis,white
537,Evans,white
538,Evans,white
539,Evans,white
540,F,api
541,—,api
542,Richard,white
543,Campbell,white
544,Lu,api
545,Woolfenden,white
546,Woolfenden,white
547,Downes,white
548,Kensky,white
549,Richard,white
550,Lu,api
551,Wahlberg,white
552,Richard,white
553,Wahlberg,white
554,Martin’s,white
555,’,api
556,Wahlberg,white
557,Men,api
558,DesLauriers,white
559,Davis,white
560,Tsarnaev,white
561,Tsarnaev,white
562,Tamerlan,white
563,Lol,white
564,Collier,white
565,Collier,white
566,Collier,white
567,Collier,white
568,Andrew,white
569,—,api
570,Meng,api
571,Meng,api
572,Meng,api
573,Pugliese,white
574,Simmonds,white
575,Berg,white
576,Pugliese,white
577,Henneberry,white
578,Russell,white
579,Russell,white
580,DeLuca,white
581,DeLuca,white
582,DesLauriers,white
583,Radutzky,white
584,Berg,white
585,Russell,white
586,Burrell,white
587,—,api
588,Ellen,white
589,DeGeneres’s,white
590,Williams,white
591,Burrell,white
592,Williams,white
593,Monáe,white
594,Williams,white
595,Williams,white
596,Burrell,white
597,Burrell,white
598,DeGeneres,white
599,DeGeneres,white
600,Burrell,white
601,DeGeneres,white
602,Burrell,white
603,DeGeneres,white
604,Burrell,white
605,Henson,white
606,Glenn,white
607,Burrell,white
608,Oscar,white
609,Williams,white
610,Burrell,white
611,DeGeneres,white
612,—,api
613,—,api
614,Burrell,white
615,Burrell,white
616,1,api
617,Saunders,white
618,Wahlberg,white
619,Saunders,white
620,Saunders,white
621,Wahlberg,white
622,Keeler,white
623,Keeler,white
624,Keeler,white
625,Tsarnaev,white
626,Goodman,white
627,Davis,white
628,Evans,white
629,Evans,white
630,Evans,white
631,F,api
632,—,api
633,Richard,white
634,Campbell,white
635,Lu,api
636,Woolfenden,white
637,Leo,white
638,Downes,white
639,Kensky,white
640,Richard,white
641,Lu,api
642,Wahlberg,white
643,Richard,white
644,Wahlberg,white
645,Martin’s,white
646,’,api
647,Wahlberg,white
648,Men,api
649,DesLauriers,white
650,Davis,white
651,Tsarnaev,white
652,Tsarnaev,white
653,Tamerlan,white
654,Lol,white
655,Collier,white
656,Collier,white
657,Collier,white
658,Collier,white
659,Andrew,white
660,—,api
661,Meng,api
662,Meng,api
663,Meng,api
664,Pugliese,white
665,Simmonds,white
666,Berg,white
667,Pugliese,white
668,Henneberry,white
669,Russell,white
670,Russell,white
671,DeLuca,white
672,DeLuca,white
673,DesLauriers,white
674,Radutzky,white
675,Berg,white
676,Russell,white
677,Fassbender,white
678,Irons,white
679,Gleeson,white
680,—,api
681,Feeney,white
682,Smith,white
683,Winslet,white
684,Mirren,white
685,Norton,white
686,Knightley,white
687,Russo,white
688,Rowling,white
689,Potter,white
690,Redmayne,white
691,Waterston,white
692,Fogler,white
693,Sudol,white
694,Burr,white
695,Davis,white
696,Tony,white
697,—,api
698,Burr,white
699,Larraín’s,white
700,JFK,white
701,Portman,white
702,Kennedy,white
703,Burr,white
704,Chazelle,white
705,Stone,white
706,Gosling,white
707,128,api
708,Brierley,white
709,Patel,api
710,Saroo,api
711,Kidman,white
712,Mara,white
713,Burr,white
714,Lonergan’s,white
715,Hedges,white
716,Chandler,white
717,Williams,white
718,Burr,white
719,Frozen,white
720,Russo,white
721,Jenkins’s,white
722,nA,api
723,Speck,white
724,Gordon,white
725,Glory,white
726,Bateman,white
727,Aniston,white
728,Russo,white
729,Keough,white
730,Berg’s,white
731,Wahlberg,white
732,Burr,white
733,Ahmed,api
734,Idol,white
735,Moon,white
736,McConaughey,white
737,Witherspoon,white
738,Egerton,white
739,Johansson,white
740,MacFarlane,white
741,Zootopia,white
742,Russo,white
743,Cranston,white
744,Hamburg’s,white
745,Russo,white
746,Pizzeria,white
747,J,api
748,Faulk,white
749,Faulk,white
750,Trump,white
751,Faulk,white
752,Jackson,black
753,Faulk,white
754,Jackson,black
755,Jackson,black
756,Faulk,white
757,Faulk,white
758,Costa,white
759,Sylvia,white
760,Sylvia,white
761,Cemetery,white
762,Sylvia,white
763,Jr,api
764,Joy,white
765,Fred,white
766,Sylvia,white
767,Sylvia,white
768,Masons,white
769,III,api
770,Fred,white
771,Sylvia,white
772,Costa,white
773,—,api
774,Vezina,white
775,Sylvia,white
776,Sylvia,white
777,Jr,api
778,Costa,white
779,Sylvia,white
780,Batmasian,white
781,Batmasian,white
782,Batmasian,white
783,’m,api
784,I’d,api
785,’m,api
786,Batmasian,white
787,Marta,hispanic
788,Batmasian,white
789,Batmasian,white
790,Batmasian,white
791,Valeri,white
792,Valeri,white
793,Eisen,white
794,Batmasian,white
795,Eisen,white
796,D’Amato,white
797,Batmasian,white
798,Video,white
799,NAACP,white
800,Brooks,white
801,Brooks,white
802,Costa,white
803,Sylvia,white
804,Sylvia,white
805,Cemetery,white
806,Sylvia,white
807,Jr,api
808,Joy,white
809,Fred,white
810,Sylvia,white
811,Sylvia,white
812,Masons,white
813,III,api
814,Fred,white
815,Sylvia,white
816,Costa,white
817,—,api
818,Vezina,white
819,Sylvia,white
820,Sylvia,white
821,Jr,api
822,Costa,white
823,Sylvia,white
824,’m,api
825,’d,api
826,Jama’s,white
827,Risch,white
828,Risch,white
829,Jama,white
830,Risch,white
831,Jama,white
832,E,api
833,’s,api
834,Twitter,white
835,forgiving’,white
836,—,api
837,Roof,white
838,Roof,white
839,Brown,white
840,Roof,white
841,Brown,white
842,Roof,white
843,Roof,white
844,Roof,white
845,Lamott,white
846,Risch,white
847,Jama,white
848,H,api
849,Kohl,white
850,Celestin,white
851,Nashua,white
852,Celestin,white
853,Wynn,white
854,Celestin,white
855,Celestin,white
856,Celestin,white
857,Celestin,white
858,Patrick,white
859,Clinton,white
860,Clinton,white
861,Patrick,white
862,Sessions,white
863,—,api
864,Patrick,white
865,Sessions,white
866,NAACP,white
867,Patrick,white
868,Patrick,white
869,Patrick,white
870,Romney,white
871,Coakley,white
872,Baker,white
873,Baker,white
874,Patrick,white
875,Patrick,white
876,—,api
877,Patrick,white
878,Obama,api
879,Axelrod,white
880,Patrick,white
881,Clinton,white
882,Clinton,white
883,Patrick,white
884,Clinton,white
885,Clinton,white
886,—,api
887,Patrick,white
888,McConnell,white
889,Obama,api
890,Kalorama,white
891,Kushner,white
892,Trump,white
893,Obama,api
894,Rapoport,white
895,Kushner,white
896,Trump,white
897,Trump,white
898,X,api
899,Podesta,white
900,Podesta,white
901,Obama,api
902,Podesta,white
903,Kushner,white
904,Tudor,white
905,Tracy,white
906,Rapoport,white
907,Ashurkov,white
908,Navalny,white
909,Putin,white
910,Rapoport,white
911,Ashurkov,white
912,Kushner,white
913,Rapoports,white
914,—,api
915,—,api
916,Johnson,white
917,Vaughn,white
918,Jackson,black
919,Monae,white
920,Mary,white
921,Spencer,white
922,Dorothy,white
923,Mitchell,white
924,Dunst,white
925,Mary,white
926,Monae,white
927,Shetterly’s,white
928,Schroeder,white
929,Melfi,white
930,Katherine,white
931,Henson,white
932,Katherine,white
933,Biscoe,white
934,Neal,white
935,Sidney,white
936,Mbayise,white
937,Ali,api
938,Katherine,white
939,Parsons,white
940,Stafford,white
941,Costner,white
942,Harrison,white
943,Powell,white
944,Glenn,white
945,Katherine,white
946,Harrison,white
947,Johnson,white
948,Vaughn,white
949,Jackson,black
950,Melfi,white
951,Melfi,white
952,Schroeder,white
953,Shetterly,white
954,Spencer,white
955,Monae,white
956,Costner,white
957,Ali,api
958,Dunst,white
959,Parsons,white
960,Fenway,white
961,t“It,api
962,Moretti,white
963,Moretti,white
964,Hall,white
965,Lucy,white
966,—,api
967,Moretti,white
968,Moretti,white
969,Moretti,white
970,Winfrey,white
971,Luinis,hispanic
972,Luinis,hispanic
973,Phillips,white
974,Strazzula,white
975,Strazzula,white
976,Sammartino,white
977,Strazzula,white
978,Sammartino,white
979,Moretti,white
980,Janey,white
981,Jackson,black
982,Walsh,white
983,Janey,white
984,Janey,white
985,Dinopoulos,white
986,Linehan,white
987,Linehan,white
988,Flynn,white
989,Flynn,white
990,Williams,white
991,Turner,white
992,Jackson,black
993,’m,api
994,Jackson,black
995,Williams,white
996,’m,api
997,Chavez,hispanic
998,Venay,white
999,Chavez,hispanic
1000,Janey,white
1001,Dinopoulos,white
1002,’m,api
1003,’d,api
1004,Jama’s,white
1005,Risch,white
1006,Risch,white
1007,Jama,white
1008,Risch,white
1009,Jama,white
1010,E,api
1011,’s,api
1012,Twitter,white
1013,forgiving’,white
1014,—,api
1015,Roof,white
1016,Roof,white
1017,Brown,white
1018,Roof,white
1019,Brown,white
1020,Roof,white
1021,Roof,white
1022,Roof,white
1023,Lamott,white
1024,Risch,white
1025,Jama,white
1026,t“It,api
1027,Moretti,white
1028,Moretti,white
1029,Hall,white
1030,Lucy,white
1031,—,api
1032,Moretti,white
1033,Moretti,white
1034,Moretti,white
1035,Winfrey,white
1036,Luinis,hispanic
1037,Luinis,hispanic
1038,Phillips,white
1039,Strazzula,white
1040,Strazzula,white
1041,Sammartino,white
1042,Strazzula,white
1043,Sammartino,white
1044,Moretti,white
1045,Kalorama,white
1046,Kushner,white
1047,Trump,white
1048,Obama,api
1049,Rapoport,white
1050,Kushner,white
1051,Trump,white
1052,Trump,white
1053,X,api
1054,Podesta,white
1055,Podesta,white
1056,Obama,api
1057,Podesta,white
1058,Kushner,white
1059,Tudor,white
1060,Tracy,white
1061,Rapoport,white
1062,Ashurkov,white
1063,Navalny,white
1064,Putin,white
1065,Rapoport,white
1066,Ashurkov,white
1067,Kushner,white
1068,Rapoports,white
1069,Patrick,white
1070,Clinton,white
1071,Clinton,white
1072,Patrick,white
1073,Sessions,white
1074,—,api
1075,Patrick,white
1076,Sessions,white
1077,NAACP,white
1078,Patrick,white
1079,Patrick,white
1080,Patrick,white
1081,Romney,white
1082,Coakley,white
1083,Baker,white
1084,Baker,white
1085,Patrick,white
1086,Patrick,white
1087,—,api
1088,Patrick,white
1089,Obama,api
1090,Axelrod,white
1091,Patrick,white
1092,Clinton,white
1093,Clinton,white
1094,Patrick,white
1095,Clinton,white
1096,Clinton,white
1097,—,api
1098,Patrick,white
1099,McConnell,white
1100,Obama,api
1101,—,api
1102,—,api
1103,Johnson,white
1104,Vaughn,white
1105,Jackson,black
1106,Monae,white
1107,Mary,white
1108,Spencer,white
1109,Dorothy,white
1110,Mitchell,white
1111,Dunst,white
1112,Mary,white
1113,Monae,white
1114,Shetterly’s,white
1115,Schroeder,white
1116,Melfi,white
1117,Katherine,white
1118,Henson,white
1119,Katherine,white
1120,Biscoe,white
1121,Neal,white
1122,Sidney,white
1123,Mbayise,white
1124,Ali,api
1125,Katherine,white
1126,Parsons,white
1127,Stafford,white
1128,Costner,white
1129,Harrison,white
1130,Powell,white
1131,Glenn,white
1132,Katherine,white
1133,Harrison,white
1134,Johnson,white
1135,Vaughn,white
1136,Jackson,black
1137,Melfi,white
1138,Melfi,white
1139,Schroeder,white
1140,Shetterly,white
1141,Spencer,white
1142,Monae,white
1143,Costner,white
1144,Ali,api
1145,Dunst,white
1146,Parsons,white
1147,Fenway,white
1148,Janey,white
1149,Jackson,black
1150,Walsh,white
1151,Janey,white
1152,Janey,white
1153,Dinopoulos,white
1154,Linehan,white
1155,Linehan,white
1156,Flynn,white
1157,Flynn,white
1158,Williams,white
1159,Turner,white
1160,Jackson,black
1161,’m,api
1162,Jackson,black
1163,Williams,white
1164,’m,api
1165,Chavez,hispanic
1166,Venay,white
1167,Chavez,hispanic
1168,Janey,white
1169,Dinopoulos,white
1170,Chelsea,white
1171,Hawkes,white
1172,Hawkes,white
1173,—at,api
1174,Grinberg,white
1175,Grinberg,white
1176,Co,api
1177,Hamilton,white
1178,Valeri,white
1179,D’Amato,white
1180,Monastery,white
1181,Dillon,white
1182,Dillon,white
1183,Dale,white
1184,Dale,white
1185,Obama,api
1186,Obama,api
1187,Bush,white
1188,Obama,api
1189,Obama,api
1190,Obama,api
1191,Ornstein,white
1192,Mann,white
1193,Obama,api
1194,Obama,api
1195,Obama,api
1196,LaGuardia,hispanic
1197,Obama,api
1198,Obama,api
1199,Johnson,white
1200,Wilson,white
1201,Grace,white
1202,Obama,api
1203,Obama,api
1204,Clinton,white
1205,Trump,white
1206,Obama,api
1207,Twitter,white
1208,Trump,white
1209,Obama,api
1210,Patrick,white
1211,Clinton,white
1212,Clinton,white
1213,Patrick,white
1214,Sessions,white
1215,—,api
1216,Patrick,white
1217,Sessions,white
1218,NAACP,white
1219,Patrick,white
1220,Patrick,white
1221,Patrick,white
1222,Romney,white
1223,Coakley,white
1224,Baker,white
1225,Baker,white
1226,Patrick,white
1227,Patrick,white
1228,—,api
1229,Patrick,white
1230,Obama,api
1231,Axelrod,white
1232,Patrick,white
1233,Clinton,white
1234,Clinton,white
1235,Patrick,white
1236,Clinton,white
1237,Clinton,white
1238,—,api
1239,Patrick,white
1240,McConnell,white
1241,Obama,api
1242,’m,api
1243,’m,api
1244,Pi,api
1245,Burr,white
1246,Henson,white
1247,Monae,white
1248,Ibsen’s,white
1249,Bensussen,white
1250,Ibsen,white
1251,Bensussen,white
1252,Byrne,white
1253,Bunnicula,white
1254,Scorcese’s,white
1255,Burr,white
1256,—,api
1257,Scorcese,white
1258,Prize,white
1259,Wearing’s,white
1260,Sandra,api
1261,Wall,white
1262,Schumann,white
1263,nAssuming,api
1264,Keough,white
1265,Gilbert,white
1266,Casey,white
1267,’m,api
1268,MICHAEL,white
1269,BRODEUR,white
1270,Patrick,white
1271,Clinton,white
1272,Clinton,white
1273,Patrick,white
1274,Sessions,white
1275,—,api
1276,Patrick,white
1277,Sessions,white
1278,NAACP,white
1279,Patrick,white
1280,Patrick,white
1281,Patrick,white
1282,Romney,white
1283,Coakley,white
1284,Baker,white
1285,Baker,white
1286,Patrick,white
1287,Patrick,white
1288,—,api
1289,Patrick,white
1290,Obama,api
1291,Axelrod,white
1292,Patrick,white
1293,Clinton,white
1294,Clinton,white
1295,Patrick,white
1296,Clinton,white
1297,Clinton,white
1298,—,api
1299,Patrick,white
1300,McConnell,white
1301,Obama,api
1302,W,api
1303,Morales,hispanic
1304,W,api
1305,Hainsworth,white
1306,Morales,hispanic
1307,Blackwell,white
1308,Klass,white
1309,Morales,hispanic
1310,Morales,hispanic
1311,Morales,hispanic
1312,Morales,hispanic
1313,Morales,hispanic
1314,Morales,hispanic
1315,Morales,hispanic
1316,Hainesworth,white
1317,Guralnick,white
1318,Guralnick,white
1319,Guralnick,white
1320,Guralnick,white
1321,Guralnick,white
1322,Troulis,white
1323,MGH,api
1324,Guralnick,white
1325,Dr,white
1326,Green,white
1327,Guralnick,white
1328,Guralnick,white
1329,Guralnick,white
1330,Betty,white
1331,Betty,white
1332,Peter,white
1333,Guralnick,white
1334,Galbraith,white
1335,Morales,hispanic
1336,Morales,hispanic
1337,Morales,hispanic
1338,Hainsworth,white
1339,Martin,white
1340,Martin,white
1341,Morales,hispanic
1342,Morales,hispanic
1343,Morales,hispanic
1344,Bigsbee,white
1345,James,white
1346,Morales,hispanic
1347,Bigsbee,white
1348,James,white
1349,Morales,hispanic
1350,xa0,white
1351,Rubin,white
1352,Bigsbee,white
1353,Rubin,white
1354,Morales,hispanic
1355,Bigsbee,white
1356,Rubin,white
1357,Shapiro,white
1358,James,white
1359,James,white
1360,Morales,hispanic
1361,Falls,white
1362,A,api
1363,Diossa,white
1364,Morales,hispanic
1365,Morales,hispanic
1366,Morales,hispanic
1367,W,api
1368,Merrick,white
1369,Morales,hispanic
1370,Morales,hispanic
1371,Merrick,white
1372,McKeon,white
1373,Merrick,white
1374,Merrick,white
1375,Neal,white
1376,Morales,hispanic
1377,Morales,hispanic
1378,45,api
1379,Morales,hispanic
1380,Shaw,white
1381,Morales,hispanic
1382,Merrick,white
1383,Morales,hispanic
1384,McKeon,white
1385,Morales,hispanic
1386,Morales,hispanic
1387,—,api
1388,Morales,hispanic
1389,Rivera,hispanic
1390,Rivera,hispanic
1391,Morales,hispanic
1392,Morales,hispanic
1393,Morales,hispanic
1394,Wyatt,white
1395,—,api
1396,Morales,hispanic
1397,Morales,hispanic
1398,Morales,hispanic
1399,Morales,hispanic
1400,Morales,hispanic
1401,Lewis,white
1402,Lewis,white
1403,37,api
1404,Obama,api
1405,Sarah,white
1406,Jr,api
1407,Lewis,white
1408,Lewis,white
1409,Douglass,white
1410,Leibovitz’s,white
1411,Obama,api
1412,Williams,white
1413,Erizku,white
1414,Vermeer,white
1415,Shabazz’s,white
1416,Lewis,white
1417,Walker,white
1418,Lewis,white
1419,Lewis,white
1420,Lewis,white
1421,Lewis,white
1422,Willis,white
1423,Willis,white
1424,Lewis,white
1425,Lewis,white
1426,Lewis,white
1427,Gates,white
1428,Lewis,white
1429,Sarah,white
1430,Gates,white
1431,Lewis,white
1432,Lehane,white
1433,Gwen,api
1434,Wire,white
1435,Fell,white
1436,King’s,white
1437,Lehane,white
1438,Affleck,white
1439,Coughlin,white
1440,Lehane,white
1441,Coughlin,white
1442,—,api
1443,Lehane,white
1444,—,api
1445,Joe,white
1446,Danny,white
1447,Joe,white
1448,Danny,white
1449,Danny,white
1450,Lehane,white
1451,Night,white
1452,Coughlin,white
1453,Ben,api
1454,Jr,api
1455,Ladd,white
1456,Ben,api
1457,Ben,api
1458,Ben,api
1459,Ben,api
1460,Night,white
1461,Joe,white
1462,Ben,api
1463,Joe,white
1464,’d,api
1465,Lehane,white
1466,Ben,api
1467,’m,api
1468,’m,api
1469,Ben,api
1470,’m,api
1471,Patrick,white
1472,Clinton,white
1473,Clinton,white
1474,Patrick,white
1475,Sessions,white
1476,—,api
1477,Patrick,white
1478,Sessions,white
1479,NAACP,white
1480,Patrick,white
1481,Patrick,white
1482,Patrick,white
1483,Romney,white
1484,Coakley,white
1485,Baker,white
1486,Baker,white
1487,Patrick,white
1488,Patrick,white
1489,—,api
1490,Patrick,white
1491,Obama,api
1492,Axelrod,white
1493,Patrick,white
1494,Clinton,white
1495,Clinton,white
1496,Patrick,white
1497,Clinton,white
1498,Clinton,white
1499,—,api
1500,Patrick,white
1501,McConnell,white
1502,Obama,api
1503,Linehan,white
1504,Kearney,white
1505,McDevitt,white
1506,Brown,white
1507,Walsh,white
1508,Brown,white
1509,Brown,white
1510,McGonagle,white
1511,Flaherty,white
1512,Spaulding,white
1513,Walsh,white
1514,Walsh,white
1515,Storto,white
1516,Spaulding,white
1517,Storto,white
1518,Frattaroli,white
1519,xa0,white
1520,Michlewitz,white
